HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
3	3	2	1	2	4	3	4	3	2	2	3	3	1	1	1	1	3	2	4	2	1	31	1	90	GB
4	3	4	3	3	4	3	3	4	2	4	2	4	3	4	3	4	3	4	4	4	3	25	1	75	US
3	4	4	3	3	4	4	3	4	3	2	3	2	3	3	2	3	3	3	4	4	2	43	2	95	US
4	4	2	2	3	4	4	4	4	3	2	4	2	3	5	5	4	2	3	2	4	4	31	1	90	AU
4	2	4	3	3	4	4	5	4	2	5	4	4	5	4	4	4	4	5	4	4	5	27	1	90	AR
4	1	3	1	3	2	3	2	1	1	2	1	2	4	1	3	3	1	1	4	1	3	21	1	80	MX
2	2	4	3	4	4	4	2	3	1	4	1	2	2	4	4	2	4	2	4	2	2	21	1	98	MY
5	1	3	1	3	3	1	5	1	1	1	1	2	2	2	2	2	1	2	4	1	2	21	1	80	MX
5	5	5	1	5	5	4	4	4	2	4	1	1	3	4	4	1	1	4	5	5	1	27	1	90	US
5	3	5	2	2	5	2	3	2	2	4	2	4	4	5	4	2	2	2	4	2	4	17	1	95	US
5	4	5	2	2	4	3	3	3	2	2	2	2	3	5	3	4	2	3	5	2	3	17	2	80	US
5	4	1	3	3	5	3	4	2	3	1	1	1	4	1	1	1	1	1	1	1	1	35	2	100	US
2	5	5	1	1	3	3	3	3	2	1	2	1	2	3	2	3	2	3	4	2	3	17	2	80	US
2	1	1	2	1	5	4	1	4	1	4	1	3	2	5	5	4	3	3	2	2	1	17	1	100	US
5	2	5	2	4	5	2	4	5	4	3	1	4	4	2	5	1	2	2	2	1	1	43	1	100	US
5	1	1	1	1	5	4	4	1	4	4	4	5	4	1	1	1	1	1	2	1	1	22	1	79	AR
5	1	1	1	2	4	2	4	2	4	5	2	5	3	1	1	1	1	1	2	1	1	22	1	82	AR
0	1	1	1	5	5	5	5	1	1	5	5	5	5	1	1	0	1	5	5	5	1	18	2	100	US
5	4	4	1	4	5	4	4	4	1	2	2	3	4	4	3	2	2	2	4	3	2	37	2	98	US
2	2	2	2	5	3	2	3	2	2	4	4	3	4	3	4	3	3	3	4	4	3	41	1	90	US
3	3	2	1	3	4	4	2	3	2	3	5	4	4	4	3	3	2	2	2	2	2	46	1	80	US
4	4	4	1	3	4	4	2	5	2	2	1	4	3	2	1	2	2	2	3	4	2	31	1	100	US
5	4	4	1	4	4	4	5	4	1	1	1	1	5	4	4	3	3	3	4	2	2	21	2	90	US
3	1	2	4	5	3	2	5	2	5	5	4	5	4	3	2	3	3	4	4	4	3	16	2	99	US
1	2	2	2	4	1	1	4	2	4	4	4	2	5	4	1	2	2	4	4	2	2	18	1	50	AU
5	3	4	5	5	5	4	4	4	4	5	5	4	5	4	3	3	3	4	3	4	3	16	1	90	HK
4	4	4	2	4	4	4	2	4	2	2	2	2	2	4	4	4	2	3	3	3	2	17	1	90	HK
3	2	1	1	4	4	3	4	3	2	3	1	3	3	1	1	1	2	1	1	1	1	31	1	100	CA
5	5	5	4	2	4	4	5	4	4	1	1	4	4	2	4	3	3	1	4	5	1	16	1	80	HK
5	3	5	4	4	4	5	5	4	5	3	5	2	5	5	4	5	4	5	4	4	4	17	1	60	IN
4	4	4	4	2	4	4	3	4	1	5	5	4	4	3	3	3	2	4	5	4	3	22	1	70	ES
5	2	3	2	4	3	4	4	4	2	1	2	3	4	5	3	4	3	3	4	3	3	39	1	85	US
5	2	4	3	3	4	2	4	5	3	2	4	4	4	5	3	4	4	3	4	3	3	21	1	75	RO
4	4	3	4	4	4	5	4	4	2	4	3	5	4	4	2	3	1	4	4	4	3	20	2	70	US
4	4	4	2	4	4	4	4	4	2	2	1	3	3	4	3	4	2	2	1	4	2	19	2	50	DE
4	4	3	2	2	3	4	2	3	1	1	1	2	4	4	4	2	2	2	4	4	1	22	2	98	US
4	4	3	3	4	4	4	2	4	2	2	1	3	4	4	4	2	4	2	2	2	1	20	2	70	US
3	1	4	3	3	5	3	3	5	1	5	4	3	5	3	2	3	2	4	5	5	1	16	2	99	US
5	5	5	4	2	4	5	4	4	2	1	1	1	1	5	5	4	1	1	4	4	2	26	1	95	US
5	5	5	2	5	5	5	5	5	4	4	2	3	5	5	5	2	2	1	2	4	1	22	3	80	GB
2	3	4	2	5	3	4	4	5	1	2	2	4	3	4	4	4	3	2	4	4	1	32	2	90	MC
2	4	5	2	2	4	3	4	3	2	2	3	2	4	4	1	2	2	3	4	4	2	21	2	75	GB
4	4	2	2	5	4	4	4	4	4	2	2	4	4	2	2	2	2	2	2	2	2	20	2	80	CH
2	4	4	2	2	4	4	3	3	3	2	2	2	4	3	3	4	3	3	3	2	2	41	2	90	US
5	5	5	4	2	5	5	5	5	2	1	2	3	5	5	3	4	2	4	4	4	1	51	2	95	US
5	1	2	4	4	4	2	4	5	2	5	0	4	3	3	3	4	3	3	4	3	4	19	1	99	US
2	1	3	2	3	4	2	2	2	2	1	1	3	4	1	1	3	1	1	4	1	3	34	2	80	US
2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	4	2	2	2	3	4	2	44	2	95	US
5	5	5	3	2	5	4	1	5	2	1	1	4	5	4	2	1	4	4	4	4	1	31	2	99	GB
3	1	1	2	2	4	2	2	4	2	2	2	4	5	2	2	2	2	4	3	4	2	32	1	90	GB
4	1	2	3	4	5	2	5	4	2	3	1	4	5	3	1	3	1	2	4	1	1	26	2	85	US
5	5	5	4	5	5	5	5	5	2	5	3	5	5	5	5	5	5	5	4	5	4	25	1	60	US
5	2	3	3	4	5	4	3	5	2	4	4	3	3	3	2	3	4	4	4	3	3	22	1	100	US
5	5	4	1	1	4	5	1	4	2	1	1	2	3	4	4	4	4	2	4	4	1	29	2	75	JM
4	5	5	1	2	4	5	5	5	2	5	5	2	4	5	5	5	4	5	5	5	4	19	2	99	TT
5	2	5	4	3	5	2	5	4	4	2	2	3	2	4	3	4	4	4	4	2	3	21	2	75	SG
5	1	5	5	5	5	1	4	4	5	5	2	5	5	3	4	5	2	5	4	5	5	18	1	85	US
4	5	3	5	5	5	5	4	5	1	2	2	2	2	5	5	4	3	3	5	3	4	16	2	80	ES
5	4	4	2	4	5	4	4	4	2	4	4	4	4	3	3	3	3	4	4	3	3	26	1	83	US
4	1	5	2	4	4	1	3	4	3	1	1	1	5	5	2	1	1	1	3	2	1	29	1	85	US
3	3	3	2	3	4	3	4	4	4	2	2	3	3	4	4	3	2	2	3	2	2	18	1	85	US
1	3	4	2	3	4	1	1	5	2	2	1	4	5	4	3	2	2	2	4	2	1	18	0	97	US
5	4	5	4	3	4	4	5	4	5	3	4	3	5	4	3	5	3	4	5	5	4	24	1	95	US
4	3	4	3	4	4	4	3	5	3	5	4	3	5	4	4	4	4	5	5	4	4	27	1	100	GB
3	2	2	4	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	47	2	90	IN
4	4	2	2	1	4	4	1	4	1	1	1	1	3	4	4	2	2	2	3	2	1	31	2	75	US
2	4	2	4	2	2	4	2	4	1	1	1	2	4	3	2	2	2	1	4	2	2	54	2	90	US
3	4	4	3	1	4	4	2	4	1	1	2	4	4	4	4	4	4	2	4	2	2	17	1	95	GB
2	4	4	2	2	4	4	2	4	1	1	2	2	4	3	3	3	3	2	1	2	1	60	2	95	TH
3	2	2	3	4	3	4	3	4	2	1	3	3	4	4	4	4	2	4	5	4	2	41	1	85	CA
2	3	2	2	2	2	3	2	4	1	2	1	1	2	4	4	4	2	2	2	3	1	54	2	90	US
3	4	2	4	4	2	4	4	2	2	4	2	4	4	4	3	4	2	4	2	4	4	48	1	90	US
2	4	1	2	2	2	2	2	2	2	1	1	2	2	4	4	2	1	1	2	4	1	67	2	90	US
5	1	1	3	4	5	3	3	1	3	5	5	4	5	1	1	1	3	2	4	3	3	56	1	10	US
3	3	2	3	3	5	3	2	4	2	2	2	2	5	5	2	4	3	3	4	2	3	26	1	99	US
4	3	4	4	2	4	4	3	4	3	2	1	3	4	4	4	3	2	1	2	1	1	23	1	80	CO
2	3	4	2	2	2	2	2	3	2	1	2	1	4	4	2	2	3	1	2	3	1	20	1	85	IE
4	4	4	2	2	4	4	2	4	1	2	2	4	4	4	4	3	4	2	3	2	2	17	1	100	GB
3	2	2	4	3	4	3	4	4	3	4	2	4	5	4	4	4	2	2	3	2	3	28	1	88	US
2	4	4	4	4	5	4	4	4	4	1	2	4	5	4	2	4	4	1	4	4	2	20	1	90	US
5	2	4	3	3	5	4	4	5	4	5	4	5	2	5	4	3	5	5	5	5	4	46	2	100	US
5	5	5	2	5	5	5	5	5	1	1	2	1	4	5	5	4	5	5	5	4	5	18	2	90	CA
2	1	2	2	1	4	4	1	3	1	2	1	5	5	2	1	2	3	4	3	2	3	15	2	100	US
2	4	4	1	1	5	4	3	4	2	2	1	3	5	4	4	2	2	2	3	3	2	27	1	95	JP
2	4	1	2	4	4	2	1	4	3	2	2	1	4	4	3	2	2	2	4	2	1	22	2	80	VN
1	4	2	2	1	4	4	2	2	1	1	1	1	3	5	4	2	2	5	4	5	2	50	2	90	US
5	4	2	4	1	4	4	4	4	1	1	2	3	3	4	4	4	2	1	3	2	2	19	3	80	US
5	3	5	3	3	5	4	4	5	1	4	2	5	5	5	5	5	4	4	5	5	2	28	1	100	US
3	4	5	2	3	4	4	3	3	0	5	1	1	4	2	2	1	1	5	2	1	1	35	1	90	AU
2	2	4	5	4	4	4	4	4	5	5	5	4	3	4	4	5	2	4	5	4	4	27	1	80	GB
2	4	2	2	2	2	4	2	4	2	1	2	2	3	4	4	3	3	3	2	2	2	16	1	80	US
4	4	5	1	1	0	2	5	5	1	2	1	1	4	5	4	4	4	1	2	1	1	15	1	95	US
5	4	5	3	5	5	4	4	4	4	3	4	5	4	4	4	5	4	4	4	2	4	17	1	100	PH
5	4	2	3	2	4	4	3	1	4	4	4	5	4	1	1	1	3	5	5	4	5	13	1	77	PH
3	5	5	4	3	4	2	4	4	3	3	3	5	3	4	4	5	4	4	4	2	2	23	2	9	NZ
4	1	4	2	4	4	3	3	2	2	2	3	2	3	4	3	2	3	5	2	5	4	32	1	85	RO
3	3	4	2	4	4	3	4	4	1	1	2	2	3	4	4	2	1	2	3	2	2	23	1	98	US
3	2	3	2	2	4	2	2	2	2	2	2	2	4	2	2	2	2	2	3	2	2	24	1	85	US
4	4	5	2	4	4	4	4	4	2	2	2	2	4	4	2	1	1	2	2	4	2	33	1	80	GB
4	4	4	3	4	4	4	4	4	4	3	3	4	5	4	2	2	4	4	4	4	3	42	1	90	US
4	4	4	2	2	2	3	3	2	1	2	2	2	3	4	2	2	2	2	4	3	2	25	2	95	GB
5	4	2	1	1	3	5	1	1	1	1	1	1	1	2	1	2	1	1	2	3	1	45	2	100	SA
5	5	5	5	5	5	5	5	5	5	3	4	5	5	2	4	2	4	4	5	4	4	43	2	100	CA
5	2	4	5	5	5	3	4	4	3	1	1	3	5	4	3	4	4	1	5	5	2	32	1	8	US
5	3	5	3	2	5	4	2	5	2	2	2	5	3	5	5	5	4	5	5	5	2	21	2	97	MX
4	3	4	2	2	2	3	3	3	2	2	2	2	3	3	3	2	2	2	2	2	2	25	2	75	US
2	2	5	1	2	4	2	2	4	2	4	2	5	4	4	2	5	2	4	4	2	2	20	1	85	US
5	1	5	2	5	5	1	5	3	3	5	5	5	5	4	1	5	2	5	5	1	5	18	1	90	US
4	4	3	2	4	4	4	2	2	3	2	2	2	5	4	3	3	2	2	4	5	2	23	1	95	US
5	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	15	1	100	NO
1	1	2	4	3	4	2	4	3	3	2	2	4	4	2	3	2	3	1	4	3	2	30	1	98	US
5	3	5	4	4	3	4	4	4	2	2	3	3	4	4	3	4	3	4	4	1	5	23	2	85	GB
4	4	4	3	4	4	4	3	4	3	2	3	3	4	4	4	4	4	2	4	4	2	23	1	80	AU
2	3	4	2	3	5	3	1	4	2	1	3	2	5	4	4	3	3	3	4	4	2	24	1	60	HR
4	1	3	4	1	3	3	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	23	2	80	DE
2	2	4	2	4	4	4	2	1	2	2	4	2	5	5	4	5	1	2	5	2	4	25	1	90	SG
4	5	4	4	5	5	4	5	4	2	4	5	4	5	3	4	4	5	5	5	4	5	18	1	90	CA
5	5	4	5	2	5	4	5	5	4	1	2	1	5	5	4	5	1	4	5	4	1	22	1	80	GB
4	3	2	2	2	4	3	4	3	1	1	1	1	3	4	3	3	3	1	2	2	2	29	2	70	US
3	2	4	3	4	4	3	3	3	4	4	4	5	5	2	2	2	3	4	4	3	4	23	1	88	US
2	3	4	1	2	2	3	4	4	1	1	3	1	3	2	4	1	2	2	2	2	2	31	1	99	US
5	4	4	4	3	4	4	4	4	4	1	1	3	3	4	4	4	3	2	2	2	2	20	2	70	ES
4	1	4	4	2	5	4	3	4	2	4	2	4	4	5	3	5	2	4	5	4	4	23	1	85	US
1	4	2	2	1	3	5	1	1	1	1	1	1	2	5	2	1	1	2	2	1	1	56	2	100	US
5	5	5	5	3	4	5	5	5	1	1	1	1	5	4	2	5	5	5	3	4	2	24	2	50	NO
4	3	5	3	5	5	4	4	5	1	2	2	4	4	0	1	2	3	4	4	2	3	24	2	85	FI
3	4	2	2	4	4	3	4	1	4	1	1	3	5	4	1	2	2	2	1	2	1	46	2	100	CA
5	4	5	4	5	4	4	5	5	4	4	4	3	5	4	1	2	2	2	4	4	3	31	2	80	AU
5	5	5	4	2	5	5	5	5	1	2	1	4	5	5	5	3	1	4	1	4	1	31	2	99	US
4	4	3	1	1	4	5	2	4	1	1	1	1	5	3	3	1	1	1	1	1	1	37	2	75	US
5	5	5	1	3	5	4	4	5	1	5	5	3	5	5	5	4	5	5	5	5	5	0	2	100	US
5	3	4	3	3	4	4	5	5	2	4	4	3	3	5	5	4	5	5	4	4	3	25	2	50	US
5	2	2	1	2	5	4	5	4	2	4	5	5	5	5	5	5	5	5	1	5	5	31	1	95	US
5	5	5	5	4	5	5	3	5	1	2	2	3	4	5	5	4	4	5	5	5	4	22	1	100	US
4	4	4	3	4	3	3	4	3	4	2	3	3	3	4	1	3	1	1	3	2	1	30	2	80	US
5	1	3	4	5	5	2	4	5	4	5	3	3	5	5	2	4	2	4	4	3	4	38	1	98	KR
5	1	4	4	4	4	3	4	4	5	5	4	5	3	5	5	5	2	5	5	4	4	19	1	100	LV
5	3	5	2	4	5	5	5	3	3	4	2	4	3	5	3	3	5	5	5	5	4	20	1	100	US
5	5	4	5	5	5	5	5	5	3	3	5	4	5	5	5	4	3	2	2	5	1	24	1	70	US
5	5	5	1	1	5	5	1	1	1	1	1	1	5	1	1	1	1	4	4	4	1	33	2	100	US
2	3	2	2	3	2	3	2	4	2	1	2	4	5	3	2	3	3	4	1	4	2	31	2	85	US
4	5	3	3	2	5	2	1	4	2	3	1	5	3	1	1	4	1	4	4	4	0	19	1	99	RO
5	2	4	4	5	5	5	5	5	5	5	5	4	4	5	5	5	4	5	5	5	5	22	1	85	PK
3	5	3	2	2	4	4	3	3	2	2	2	2	2	4	4	4	3	3	3	4	2	22	2	90	AU
4	5	5	3	4	4	4	4	4	3	1	2	3	4	2	1	2	2	2	3	3	2	30	1	80	CA
5	3	4	1	3	5	4	4	4	1	3	5	4	4	5	4	4	2	3	4	4	3	18	2	85	US
4	4	4	1	4	2	3	1	4	2	1	1	3	4	2	2	1	1	1	2	2	1	25	2	80	IT
4	4	4	4	3	4	1	4	4	4	4	3	4	4	4	5	4	4	4	5	4	4	35	1	90	US
4	2	4	3	2	3	3	1	2	3	4	2	4	5	4	4	2	2	4	3	2	2	15	2	90	US
4	3	3	3	5	3	4	4	5	3	4	4	5	5	4	4	4	3	4	4	3	4	16	2	80	AU
3	3	2	3	2	4	2	2	4	3	2	2	2	2	2	2	2	2	2	2	3	2	16	2	50	AU
5	2	3	3	4	5	4	4	3	3	3	4	5	4	2	2	2	3	3	5	5	4	27	1	85	US
5	1	2	2	2	4	4	2	4	2	4	2	4	3	4	3	4	2	1	4	2	1	16	1	95	US
4	4	4	2	2	4	4	1	3	2	2	4	2	4	5	5	4	2	1	4	3	2	17	2	80	US
4	4	4	5	4	4	4	4	4	2	4	4	4	5	4	4	4	2	3	4	2	3	20	1	85	AU
4	1	4	3	4	2	1	2	1	2	1	2	2	4	2	1	1	1	1	1	1	1	19	2	100	IN
5	5	3	2	5	5	5	5	4	2	2	3	2	5	4	4	4	2	3	4	2	3	19	1	50	NZ
4	4	4	3	2	4	4	2	5	1	1	2	1	2	5	5	4	3	2	2	3	2	18	2	85	SG
5	1	4	5	3	5	2	4	5	1	4	2	4	4	4	1	2	2	2	4	2	2	34	1	90	US
3	2	2	3	4	5	2	4	2	4	3	3	4	4	3	3	3	2	2	2	2	2	22	2	75	FI
2	1	5	1	3	2	4	1	5	1	3	1	2	5	1	1	2	4	1	3	3	1	20	2	90	FR
5	4	3	5	1	5	4	5	5	2	4	2	1	1	5	5	5	5	5	5	5	4	19	2	100	US
4	4	1	3	2	5	5	4	1	1	2	4	5	5	4	4	4	5	5	5	4	4	50	1	95	CA
3	2	5	2	2	4	4	4	1	4	1	2	4	4	4	1	4	3	1	3	1	2	15	1	80	GB
3	4	3	2	2	2	2	1	2	1	1	1	1	1	3	3	2	1	1	3	2	1	30	2	80	US
4	3	3	2	2	5	2	3	4	1	4	1	3	4	5	4	3	1	2	5	1	3	20	1	89	US
3	5	3	3	3	3	2	2	4	3	4	2	2	3	4	5	4	4	2	3	3	3	27	1	80	RS
5	3	4	4	3	5	5	5	4	3	5	5	5	3	5	4	5	3	5	4	5	3	30	0	90	US
2	4	5	4	1	4	4	2	2	1	2	2	1	3	3	3	3	1	2	4	2	1	35	2	95	US
5	4	4	2	5	4	4	4	4	4	5	5	4	4	5	4	4	4	5	5	4	4	29	1	95	SG
5	4	3	5	5	5	4	5	3	5	5	5	5	5	4	4	4	0	4	5	4	5	53	1	100	US
4	1	5	4	4	4	2	5	4	1	3	1	5	3	4	4	4	2	2	4	1	3	18	2	85	US
2	4	4	2	2	4	2	1	3	2	3	2	2	3	2	2	3	1	3	2	2	1	21	2	85	US
5	5	4	4	1	5	5	2	2	2	1	1	1	1	1	1	1	1	1	1	3	1	50	2	87	CA
5	4	4	5	5	5	4	5	5	4	5	5	5	5	5	5	5	4	5	5	4	5	18	1	90	US
5	4	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	18	1	90	US
5	4	5	2	2	5	4	1	4	2	1	1	4	1	4	4	5	4	4	3	4	1	22	1	95	AU
4	2	2	1	1	5	4	2	3	2	1	2	1	1	4	3	2	1	1	4	4	1	21	1	80	AU
2	4	3	3	2	4	4	2	3	3	2	2	2	2	4	4	3	2	3	4	4	2	36	1	70	GB
5	5	5	4	3	4	4	5	4	3	1	1	2	4	4	5	4	4	1	2	3	1	58	1	75	NL
5	5	5	3	4	5	5	3	5	2	4	2	3	4	5	5	3	3	5	4	4	4	32	2	80	TR
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	21	1	25	PL
2	2	4	2	2	4	2	2	4	1	2	1	2	4	4	4	4	4	2	4	2	2	15	1	100	US
5	5	5	5	2	5	5	3	5	2	4	3	2	1	5	5	5	2	5	5	5	4	19	2	95	CA
3	4	3	2	2	4	4	4	5	4	2	1	2	3	5	5	2	4	2	3	2	4	21	2	90	RO
4	4	5	2	2	5	4	4	5	1	1	1	4	5	5	4	4	2	3	4	2	3	20	1	80	DK
5	5	4	1	3	4	5	5	4	4	5	5	2	4	5	5	4	4	5	5	4	4	23	1	90	PK
5	1	3	3	4	5	2	4	4	4	4	2	4	1	3	1	3	3	4	4	4	4	19	1	50	US
4	2	2	2	4	4	4	4	3	4	2	3	4	4	4	4	4	2	3	4	4	3	23	1	85	US
4	1	2	1	2	4	2	2	2	1	4	4	4	5	2	2	3	2	4	4	4	4	19	1	75	US
3	3	3	3	4	3	3	2	4	1	3	2	3	3	3	3	4	2	2	4	2	4	20	1	95	CA
5	2	3	3	4	5	2	5	4	2	3	4	4	3	4	2	5	2	5	5	5	4	25	1	100	US
5	5	5	5	5	5	5	5	5	5	5	5	1	5	5	5	5	1	5	5	5	5	30	1	100	TR
4	3	3	2	3	4	4	2	4	2	1	1	2	3	4	3	3	2	3	3	3	2	18	2	90	MX
2	1	2	2	4	5	1	3	2	2	4	4	4	5	4	2	4	3	3	2	2	2	18	1	1	AU
3	1	2	3	4	4	3	3	2	3	3	2	4	4	4	3	4	2	4	2	2	3	19	1	90	US
4	2	2	5	5	4	1	4	5	3	5	5	4	5	5	4	5	3	4	4	4	4	17	1	90	US
4	4	3	5	1	4	3	3	2	1	1	1	1	5	4	3	3	3	4	4	3	3	32	3	50	SE
3	1	2	3	4	5	2	4	3	3	5	5	5	5	5	4	4	3	4	5	4	4	35	1	95	US
2	2	2	2	2	4	2	2	4	3	2	2	3	4	3	2	2	3	2	3	2	3	54	1	100	CA
3	5	5	3	2	5	4	1	4	2	2	1	2	3	3	2	3	1	3	4	2	2	19	1	94	US
3	4	3	1	2	3	4	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	27	2	95	AU
5	5	5	5	5	5	5	5	5	3	5	1	1	1	1	1	5	1	5	5	1	5	54	2	100	US
4	1	2	1	4	5	1	4	2	4	4	4	5	4	3	2	3	4	4	5	4	4	20	2	100	US
3	3	4	2	3	5	4	1	3	2	4	2	4	4	2	1	3	2	2	2	1	2	16	2	90	AU
5	2	2	1	1	1	4	4	2	1	3	2	2	1	4	4	1	1	4	4	3	1	41	1	85	FI
3	4	4	2	3	4	4	2	2	2	1	1	2	4	4	3	2	1	3	4	3	2	45	2	95	US
5	2	1	4	3	4	2	4	4	3	4	5	5	4	3	4	3	1	5	5	5	5	17	2	89	US
2	4	4	3	2	2	3	2	4	2	2	2	2	5	4	4	3	3	3	2	4	2	31	2	80	IM
3	1	3	2	4	4	2	2	2	1	2	4	4	4	2	1	1	2	4	4	3	4	18	2	87	US
2	2	4	3	2	3	4	3	4	3	2	2	4	3	2	2	4	2	1	1	1	1	19	2	90	US
3	4	4	2	1	4	5	1	4	4	4	4	2	4	1	1	1	2	4	4	4	4	17	1	96	US
4	4	1	1	2	4	4	1	4	2	1	1	3	1	4	4	4	2	2	2	4	1	32	2	50	US
2	1	2	5	4	4	4	2	1	3	3	2	3	4	5	4	5	1	2	4	2	2	13	1	75	US
1	2	4	4	3	3	2	2	4	1	3	5	3	3	5	5	5	2	1	4	5	2	16	1	85	US
5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	4	3	5	4	4	21	1	8	CA
2	5	4	4	5	2	5	4	3	4	3	3	4	4	3	3	3	3	2	3	3	2	17	1	65	GR
5	3	4	4	2	4	4	4	4	4	2	4	4	4	4	2	2	4	4	5	4	4	33	1	90	US
3	5	2	3	1	2	2	3	4	3	1	2	2	4	3	3	3	3	3	3	3	3	27	2	85	US
4	4	5	2	2	4	4	4	4	2	2	2	2	4	4	4	2	4	2	4	4	1	18	2	75	US
2	4	4	2	4	2	4	4	4	0	1	1	2	4	4	2	2	2	4	5	2	0	29	1	90	US
5	1	4	4	5	5	1	5	4	5	4	4	5	3	5	4	5	5	4	5	5	3	24	1	90	US
4	3	4	0	4	4	3	4	4	3	4	4	3	3	4	4	4	3	2	2	2	2	13	1	95	US
4	3	4	4	4	4	4	4	4	4	2	4	3	5	4	4	5	4	4	4	4	4	56	1	80	US
4	4	4	2	3	4	3	5	2	3	3	1	4	2	3	2	0	2	1	1	1	2	21	3	100	US
2	4	2	3	2	4	4	3	4	2	5	2	4	2	5	5	5	4	5	5	3	5	21	1	100	US
2	5	4	3	1	4	5	2	1	3	1	2	3	5	1	1	1	1	1	4	1	1	23	1	100	US
5	5	2	4	5	4	5	5	4	4	5	5	5	5	4	4	5	4	5	5	5	5	36	2	95	GB
4	4	4	3	4	4	5	3	3	4	3	4	3	3	4	4	2	3	3	4	3	2	17	1	70	GR
4	4	5	5	4	4	5	3	3	3	3	3	3	3	5	5	2	3	5	4	3	2	19	1	100	IE
4	4	2	4	1	4	4	1	4	1	1	1	2	4	3	4	2	2	2	4	4	2	43	1	75	GB
2	5	1	1	2	3	5	3	4	1	1	1	1	2	5	5	5	3	3	3	4	2	45	2	80	CA
2	5	5	1	1	4	5	1	4	1	1	5	1	4	5	3	1	1	5	5	5	2	18	1	95	US
2	1	2	1	2	4	2	2	1	3	4	3	4	3	4	4	4	4	4	5	1	4	16	2	60	SG
5	2	4	5	4	4	4	4	4	4	5	5	5	5	5	5	5	4	5	5	5	5	23	1	90	GR
3	3	4	1	2	4	4	3	4	1	2	2	3	1	1	3	2	1	1	4	2	1	14	2	70	GB
4	4	2	3	3	4	4	4	1	5	4	1	3	2	1	4	4	1	1	2	1	1	26	2	80	SG
4	3	4	2	4	5	2	4	3	2	2	1	3	1	3	3	2	2	2	2	2	2	20	1	87	US
2	2	4	2	2	4	2	2	3	2	4	4	3	4	4	3	2	4	4	4	3	3	15	2	99	US
5	1	1	1	4	5	1	2	5	1	4	5	5	5	1	1	1	1	1	1	1	2	17	3	85	NO
3	3	4	4	2	5	4	2	2	1	4	1	4	5	5	4	4	4	1	2	4	1	28	1	90	GB
5	4	4	2	4	5	4	4	4	4	3	4	5	4	4	4	4	3	4	4	4	4	29	1	100	US
5	1	4	2	5	5	5	5	1	2	4	5	5	5	1	1	2	1	5	5	5	5	36	1	90	US
2	2	5	2	4	4	3	2	4	2	3	4	2	5	4	3	3	2	4	4	3	4	20	1	90	NL
5	4	4	2	2	4	5	2	4	3	2	3	4	4	3	3	4	4	4	5	4	3	36	2	95	US
4	0	5	4	4	5	4	2	5	2	4	2	4	4	4	4	2	4	4	4	1	3	17	2	99	US
5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	3	5	5	5	5	21	1	100	AU
1	3	3	3	4	5	3	4	3	3	4	4	4	4	1	1	1	2	1	2	1	1	15	1	98	US
3	4	4	2	1	4	4	1	2	1	4	0	4	2	5	2	2	1	1	4	3	2	14	1	85	US
2	4	5	2	2	4	5	3	4	2	2	2	4	5	5	4	3	5	4	4	4	3	32	1	75	NZ
3	2	3	4	3	3	4	3	4	3	2	2	2	4	4	4	4	3	3	4	4	3	49	2	90	AU
3	4	5	5	5	4	4	5	5	4	3	4	3	5	5	1	3	5	5	5	5	4	20	2	77	US
4	5	5	2	3	4	5	3	4	2	2	4	5	5	5	5	4	4	3	5	3	3	23	3	75	SG
4	5	5	5	2	5	5	4	5	4	4	5	3	4	4	3	3	4	4	5	5	4	28	2	97	SE
5	5	2	1	1	2	5	2	3	1	3	2	2	3	4	4	3	2	2	4	3	1	28	2	35	DE
4	4	3	3	2	4	4	2	2	1	2	1	2	2	2	3	1	2	2	1	4	2	44	2	95	US
5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	4	5	5	4	21	1	90	CA
5	5	5	1	2	5	5	3	5	1	1	1	1	5	5	5	5	1	3	4	3	1	21	1	90	GB
5	2	5	2	4	5	4	4	4	4	4	4	4	4	5	2	4	5	4	4	5	4	24	1	80	BE
5	2	4	2	4	5	3	5	5	1	3	3	4	5	4	4	3	2	2	4	3	3	21	1	50	CA
5	4	5	2	4	5	5	5	4	4	4	4	5	4	5	5	5	1	4	3	5	3	30	1	70	CA
4	2	4	3	5	3	2	0	3	2	4	4	4	4	4	3	4	3	4	4	3	4	20	1	75	US
5	5	5	5	5	5	5	3	5	2	4	5	4	5	5	4	4	4	5	4	4	4	19	1	100	US
5	4	4	1	4	5	4	4	3	4	3	1	2	5	3	2	2	2	4	4	2	1	26	2	65	US
